text,entities,user,geo
Complicated Passenger Locator Forms GONE! Expensive travel tests GONE! Vaccination status GONE! Forget COVID ,['COVID'],1267896850113277958,
4 staff with COVID another with a broken arm tricky times in a small school. Thank goodness for hubby who bou ,['COVID'],1605177811,
It's happening live at Kaneshie Market Accra this morning as we send the radio to the people. ,[],1943969538,
RT Global COVID19 cases are again on the rise warns . Misinformation that the pandemic is over the l ,"['RT', 'COVID19']",1127143755499225088,
Special Report from Siret in Romania Mediaset (Romania) 17.03.2022 time4stream livenews direttatv direttalive ,"['time4stream', 'livenews', 'direttatv', 'direttalive']",3063903856,
For merchants and banks surviving the pandemic is a marathon not a sprint. Read our blog to learn how to fight fr ,[],64406731,
NCDCgov This week DG was at the first public lecture of the Achievers University College of Basic ,[],128334973,
NCDCgov The COVID19 safety guideline for conducting conferences and events in Nigeria includes requirements to en ,['COVID19'],128334973,
POPUP news update DAILY DIM SUM New round of HK 31 billion employment support scheme to benefit 1.1m to 1.3m emp ,[],313536147,
Injuries are real. Don t look away. These shots are NOT safe. Speechless. CrimesAgainstHumanity COVID19 ,"['CrimesAgainstHumanity', 'COVID19']",1122014915735089152,
7 Day US Covid Deaths by County For SC 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
Coronavirus Covid 19 World Daily Report 3/17/2022 More insights coronavirus COVID19 ,"['coronavirus', 'COVID19']",1244633577729470464,
East Yorkshire sees 11 coronavirus deaths in a week as cases rise. CovidIsNotOver COVID19 ,"['coronavirus', 'CovidIsNotOver', 'COVID19']",1311667973224972288,
Help slow the spread of COVID19 and identify at risk cases sooner by self reporting your symptoms daily even if y ,['COVID19'],83567424,
Pandemic of the unvaccinated and vaccinated also known as an ongoing COVID19 pandemic with accompanying poten ,"['Pandemic', 'unvaccinated', 'vaccinated', 'COVID19', 'pandemic']",17688714,
Bihar born health expert appointed by President Joe Biden as top official for Covid 19 response JoeBiden US ,"['JoeBiden', 'US']",2189892361,
Just seen a chap performing his LFT on the train meanwhile a lady in the other side of the isle did her ,[],20925931,
lie Eating garlic help prevent infection with the new coronavirus. coronavirus moronavirus ,"['lie', 'coronavirus', 'moronavirus']",1110611190118604800,
It was 2 years ago today that my school moved online. We closed early because there was one covid case. My year 13s ,[],33835220,
 get well we all need Superior natural immunity COVID19 naturalimmunity,"['COVID19', 'naturalimmunity']",35233714,
RT Global COVID19 cases are again on the rise warns . Misinformation that the pandemic is over the l ,"['RT', 'COVID19']",1000068751809699840,
Day 7 of isolation still testing positive . As an F1 fan does anyone know what I can do today??!! .hmmm I do wonder!!! COVID19 F1IsBack,"['COVID19', 'F1IsBack']",1427345191170715654,
Sharjah opens its largest drive through Covid 19 PCR testing Centre in the 5th Industrial Area. Read more ,[],1374021835025702916,
The latest HIV/AIDS News of the Day Daily Newspaper is out! Please visit read subscribe and share at ,[],2346369049,
Wash your hands Wear mask Keep a distance Sanitizer Vaccinate COVID19 Beatcovid19 ,"['COVID19', 'Beatcovid19']",1486698157631283200,
 How do UK schools square with this? school WearAMask COVIDisAirborne COVID19 CovidIsNotOver,"['school', 'WearAMask', 'COVIDisAirborne', 'COVID19', 'CovidIsNotOver']",887086302579089409,
Today Corona report Statistics 18 Mar 22 Total Tests in Last 24 Hours 36 506 Positive Cases 396 Positivity 1.0 ,[],1379138889097621505,
China Covid strategy proves we don't have to live/ die with the pandemic ,"['China', 'Covid', 'pandemic']",1480493394363392004,
7 Day US Covid Deaths by County For RI 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
 UPDATE PER TOWN in the Overberg (as at 17 March 2022) Here are the latest number of Coronavirus cases per tow ,['Coronavirus'],1326525434025152514,
OTM 2022 with successful conclusion of 1st travel trade show in India since COVID19 outbreak over 2 years ago mo ,"['India', 'COVID19']",2542825345,
 Thanks tho to for continuing to highl ,[],1277915326542483456,
The next COVID19 wave is coming ,['COVID19'],17688714,
We request to Australian government to start the new grants of Visa 476visa they are wait more than 2 years befo ,['476visa'],1494715673112506369,
 drop off.. GBNews COVID19 ,"['GBNews', 'COVID19']",2323669226,
Six COVID19 deaths in Milton Keynes in just 7 days. CovidIsNotOver ,"['COVID19', 'CovidIsNotOver']",1311667973224972288,
Cambodian Embassy in Bangkok issues instructions on relaxation of COVID testing for visitors to Cambodia ,"['Cambodian', 'COVID', 'testing']",2150659849,
SHANGHAI PUSHES AHEAD WITH MASS COVID TESTS AS NEW CASES SPIKE,['COVID'],1486668834199199747,
 It doesn t need a lengthy explanation why China would back Russia. In the beginning of COVID19 ,"['China', 'Russia', 'COVID19']",808767477769506820,
Mar. 17 COVID19 Update Mainland of China New Confirmed Cases 2 461 New Asymptomatic Cases 1 904 Active Cases ,"['COVID19', 'China']",995265275481284608,
The government has approved a total payout of RM195 000 for 17 cases where individuals had experienced adverse effe ,[],1351107779952599040,
Number of new coronavirus deaths reported worldwide fell by 17 in last week while infections rose COVID19 ,['COVID19'],756796452,
Taoiseach stuck in the US for at least 10 days after getting COVID19 ,['COVID19'],793820001077690368,
An advice God does not like people who do not wear face masks when they go out. News All remaining Covid19 tra ,['Covid19'],1061610272832569345,
Covid travel restrictions have ended in the UK UK covid CeylonToday ,"['UK', 'covid', 'CeylonToday']",336444791,
7 Day US Covid Deaths by County For RI 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
AIRLINE STARTUP GREATER BAY'S LAUNCH SLOWED BY COVID SITUATION IN HONG KONG CEO,['COVID'],1486668834199199747,
Der King ist back/ return of the mack Corona COVID19 FreedomDay ,"['Corona', 'COVID19', 'FreedomDay']",1497403855973269505,
EUNOTFORME GREEKSINART NO GOOD NEWS FROM ANYWHERE. BAD TO WORSE FROM UKRAINE POLITICAL CORRUPTION THRIVING ,"['EUNOTFORME', 'GREEKSINART', 'UKRAINE']",427588761,
Johnson and Sunak raise tax as much as Blair and Brown Taxpayers Covid ,"['Taxpayers', 'Covid']",1169110058,
See this Instagram photo by MesinAbsensi Fingerprint HRDMantul AbsensiOnline ,"['MesinAbsensi', 'Fingerprint', 'HRDMantul', 'AbsensiOnline']",1031437333738926080,
Proof that COVID19 causes neurological damage. CovidIsNotOver London ,"['COVID19', 'CovidIsNotOver', 'London']",1311667973224972288,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1275831155007172608,
Idaho bill would ban COVID 19 vaccine mandates. This time it's supported by Senate GOP Idaho vaccinemandates ,"['Idaho', 'vaccinemandates']",2250875732,
In the last 24 hours India reported 2 528 new COVID19 cases and 149 deaths the Union health Ministry announced ,"['India', 'COVID19', 'health']",1413459101711880193,
Connectivity Platforms for IoT Devices Market In Depth Analysis including key players Sigfox Cisco EMnify Sigfox ,['Sigfox'],1455555806623981575,
 A good deal Rice with two dishes Takeaway shops selling rice with two dishes are thriving amid the pandemic. ,[],2788023241,
The CHOR and also CHALLENGES of 21st Century. China COVID19 and CrudeOil. Incidentally all start with C . ,"['China', 'COVID19', 'CrudeOil']",1029573292472987648,
PartyGate is still ticking! taken on more staff to Get PartyGate Done. How long does it take to read ,['PartyGate'],1471933769049378827,
"What about ""coronavirus in derbyshire tonight"" Are you in2nite inin or out2nite? outout RT","['coronavirus', 'derbyshire', 'tonight', 'in2nite', 'inin', 'out2nite', 'outout']",1647739200,
7 Day US Covid Deaths by County For PA 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
The number of people in Bangkok hospitalized from pneumonitis from Covid19 was 186 patients as of Thursday follow ,['Covid19'],1201730863035142144,
Contribute to the Terms of Reference for the COVID19 inquiry! ,['COVID19'],3131117019,
Foreigners 'victims of abuse' in French detention centres Report Covid19 CRA foreigners France paris ,"['Covid19', 'CRA', 'foreigners', 'France', 'paris']",631908927,
"""I would predict that we are going to see a bit of an increase or at least a flattening out and plateauing of the ",[],12837932,
In Informeret today COVID19 Influenza in Denmark s Omicron wave eases Pandemic drive down narcotic u ,"['Informeret', 'COVID19', 'Influenza', 'Denmark', 'Omicron']",174137795,
As if the COVID virus is now scared of the Ontario government and the local medical Health officers! COVID19 ,['COVID19'],1048572573959819264,
Wear a mask. Masks can prevent secondary and tertiary infections. Your children. And protect your parents. Coronavirus mask Wearamask,"['Coronavirus', 'mask', 'Wearamask']",1088450493301411840,
PODCAST Professor Salim Abdool Karim weighs in on lockdown restrictions a 5th wave and emerging variants ,"['PODCAST', 'lockdown']",635106803,
Tune in at 06 30am this Friday to for an in depth conversation with leading epidemiologist Prof Salim Ab ,[],635106803,
For call center employee Liza Naje and over a million other outsourcing staff in the Philippines the days of worki ,[],436429668,
While correct. Eventually this will be the reality. f1 covid trans ,"['f1', 'covid', 'trans']",1485585074405924870,
"""Tourists can take an RT PCR test upon arrival with no test required before departure. However they will need to t ",[],18921618,
RT Despite years of insecurity and COVID19 pandemic tour operators and business owners in Iraq's Kurdi ,"['RT', 'COVID19', 'Iraq']",394883311,
RT Various sectors in Hong Kong slam smearing on mainland aid against COVID19 ,"['RT', 'COVID19']",394883311,
Via Euronews As European countries lift restrictions is this the end of COVID 19? news ,['news'],42049824,
Exclusive Dozens of ex teachers who signed up to an scheme to plug Covid staff shortages have pul ,['Covid'],2491487924,
It doesn t take many PhDs to understand how heavily influenced by corruption and positions of privilege the worlds ,[],242980681,
March 18 ..Remembering lost loved ones and giving thanks to our front line who made sacrifices FridayThoughts ,['FridayThoughts'],439445971,
 OMG nowadays it is extremely important information. Ukraine COVID19 ...,"['Ukraine', 'COVID19']",2767713573,
 . Classic! Out go single donuts and men s suits. In are donuts eaten in packs and we can t fit in th ,[],169824865,
This should be treated as a warning! COVID19 ,['COVID19'],18042814,
COVID cases predicted to rise in coming weeks because of new BA.2 variant ABC News via ,[],1439692375425789962,
7 Day US Covid Deaths by County For PA 2022 03 14 Latest Covid Insights by Our Analytics Team using USAFacts ,[],3219670842,
 Delhi COVID19 cases were up yesterday in DelhiNcr Gurugram Cases are not being reported as most case ,"['Delhi', 'COVID19', 'DelhiNcr', 'Gurugram']",427354250,
Global COVID19 cases are again on the rise warns . Misinformation that the pandemic is over the lifting of ,['COVID19'],14159148,
British Government Increase the 45p tax free approved mileage allowance to help NHS community nurses ,[],970327986,
Humanity at it's best! humanity love peace life human india covid humanrights ,"['humanity', 'love', 'peace', 'life', 'human', 'india', 'covid', 'humanrights']",1258701982442729472,
2 important reports have just come out! Have a look in no time! Remi Joseph Salisbury ,[],2243644396,
In Total 34285612 Confirmed Cases out of which 33661339 are recovered cases 152606 Active cases and 458470 Deat ,[],1359002641590747139,
Government Expresses Readiness to Handle Deltacron Any COVID Variants COVID 19 Deltacron Government,"['COVID', 'Deltacron', 'Government']",118122877,
 WHO supported upgradation amp refurbishment of COVID 19 sample collection center for NIH which will facilitate pu ,"['WHO', 'COVID', 'NIH']",940836710216273920,
Even as authorities lock down cities in China s worst outbreak in two years they are looking for an exit from wha ,['China'],50279781,
Shanghai is trying a new method called (grid sifting) where residential communities across the city are loc ,['Shanghai'],23499976,
